,Graph,Degree
780,"[[0.95761044 1.02276032 0.9693607  ... 1.02599664 0.99317496 1.02885439]
 [1.01115304 0.95548127 1.0050135  ... 1.04709274 0.97816083 0.9902262 ]
 [0.9280585  0.94830115 0.9784183  ... 1.0478247  1.00223933 1.00035178]
 ...
 [1.11059748 1.01427905 1.07385886 ... 0.99911651 0.91529934 1.00361614]
 [0.9527555  1.00036195 1.00021058 ... 1.07011395 1.03893376 0.97936925]
 [0.98856709 1.01844716 1.00643385 ... 1.03507118 0.9669785  0.98390531]]",5
781,"[[0.97898663 1.01918274 0.99807983 ... 1.0874529  1.03715581 0.97230334]
 [1.06090513 1.00409303 0.97074143 ... 0.97176687 0.9535763  0.97222994]
 [0.93085538 1.03068306 1.02968215 ... 0.9454226  1.10217244 0.97564783]
 ...
 [1.02748245 0.98533048 1.0739629  ... 0.94757892 1.02350816 0.96711403]
 [0.96810456 0.99380788 1.01047224 ... 0.98296307 0.9950111  1.0033226 ]
 [0.93458307 1.0326536  1.00522436 ... 1.03951765 0.96592157 1.0575364 ]]",4
782,"[[0.9673033  0.97018672 1.0790954  ... 0.96011136 0.98770872 1.03534343]
 [0.99603426 0.97713215 1.03466602 ... 0.98565915 1.03522932 1.05557759]
 [0.97118868 0.99299465 1.02205458 ... 0.96614047 1.00763661 0.95924213]
 ...
 [1.04531736 1.04073086 1.04273585 ... 0.99780696 1.07345169 0.96242266]
 [0.89316737 1.03340546 0.9764897  ... 1.01648235 1.05309362 1.01443898]
 [1.067897   1.01366433 0.96981251 ... 1.00454235 1.00467804 1.06102312]]",5
783,"[[0.95836213 1.06180458 1.02862538 ... 0.95282981 0.95732431 1.00641544]
 [1.01911653 1.00997683 0.98812739 ... 1.01753188 1.05015345 1.01139158]
 [0.95740497 1.00840398 1.01771571 ... 1.02199264 1.00186935 0.97508759]
 ...
 [1.04827685 0.99351562 1.01243468 ... 1.02151595 0.98642305 1.01109053]
 [1.05599754 0.96953998 0.97374863 ... 1.01026564 0.97526985 0.98644189]
 [0.99127534 1.05643165 0.99849478 ... 1.03489865 1.06352412 0.97731304]]",3
784,"[[0.95247769 0.98673824 1.01402424 ... 1.03124189 0.9786581  1.00714263]
 [1.08391673 0.99310392 0.97552983 ... 1.03511586 0.97611024 0.99920152]
 [1.03212725 0.96002308 1.08216559 ... 0.98703466 1.00505552 1.05822533]
 ...
 [1.06317653 1.0367071  0.93441425 ... 0.96478219 0.96252835 0.96803708]
 [1.00032267 0.98232758 0.9877119  ... 0.99449573 0.98277788 0.89998094]
 [1.02846549 1.08053393 1.02020702 ... 1.02230321 0.96981562 1.02906509]]",4
785,"[[0.99094748 0.99728494 0.98056212 ... 0.98549036 1.00161602 1.03718989]
 [1.02721036 0.97531077 0.98227085 ... 0.99766778 1.03064081 0.98715631]
 [1.06859681 1.01740899 1.00704753 ... 0.96358362 0.95899148 1.00232756]
 ...
 [0.96227907 0.87674005 0.92165477 ... 0.95979539 1.02824166 0.89170623]
 [0.98817929 1.04929496 1.05682623 ... 1.00706924 1.05022916 0.92709683]
 [0.99293435 1.02311864 0.98772083 ... 1.04293979 0.97933784 1.00863878]]",5
786,"[[0.99052597 0.90164957 0.96965699 ... 0.90461137 1.01878825 1.01944312]
 [1.04158544 1.00437938 1.02442705 ... 1.03095082 0.96923524 1.00395043]
 [0.96180139 1.09130107 1.02400248 ... 1.04332523 1.03952838 0.98608259]
 ...
 [0.97854897 1.04249386 1.03211531 ... 1.0474846  1.12927404 0.94088769]
 [1.0283336  0.93141872 1.05760585 ... 0.96352719 1.05805458 0.94060977]
 [0.95977392 0.96767656 0.96151575 ... 0.99339038 1.0234194  1.10874802]]",0
787,"[[1.0159913  1.07783586 0.97554593 ... 1.03820989 1.05735432 1.02566838]
 [0.99670357 1.06351691 0.9663907  ... 1.0233406  0.94704861 0.96323065]
 [0.97052203 1.00104048 1.03572598 ... 1.0208581  0.97859393 0.97839999]
 ...
 [1.05601456 0.99676854 0.97622434 ... 1.03045485 1.01041926 1.0058416 ]
 [0.95441057 1.03312736 0.99930491 ... 1.03653065 0.9825653  1.00666385]
 [0.99601488 1.02169227 0.9924287  ... 1.05465361 0.97803578 0.98646568]]",4
788,"[[1.00683186 0.96715486 0.98565943 ... 1.04453894 1.03763795 1.03518671]
 [1.00588274 1.0275771  0.94112051 ... 0.98113656 1.04129792 0.95829562]
 [1.04460202 1.05077303 0.92971983 ... 0.96444894 1.02001561 1.01316499]
 ...
 [1.04421213 1.05350302 0.97876403 ... 1.00839732 0.98171431 1.07632003]
 [1.06038783 1.03289961 1.00192076 ... 0.98266717 0.96299761 1.03717958]
 [1.04169487 1.03313761 1.02141317 ... 1.00021473 0.99278925 1.02329692]]",2
789,"[[1.04669473 0.95316373 0.94990423 ... 1.02500931 0.94378007 1.00481119]
 [0.99015368 1.01471707 0.96283347 ... 0.97924395 1.03056492 0.93530365]
 [1.02454499 1.02240541 0.94351764 ... 0.93933773 0.98443389 1.05091216]
 ...
 [1.01214615 1.00504937 1.04109403 ... 0.98233176 1.02581524 0.9824978 ]
 [0.94573152 0.91555214 0.96178538 ... 1.04847314 0.98597208 1.00062278]
 [1.04429108 0.9519646  0.97527171 ... 0.98912104 1.0277888  0.97735926]]",5
790,"[[1.01082222 0.9936276  0.99916646 ... 0.96908287 1.03483652 1.02613619]
 [0.97098551 0.98710499 1.00321969 ... 0.97973993 1.000265   1.01446018]
 [1.07647811 1.06784015 0.99875339 ... 1.04435372 0.98280348 0.9870324 ]
 ...
 [1.03188889 1.00245722 0.99683792 ... 1.05925792 0.97188975 0.97845232]
 [0.97722167 1.03986046 1.03602321 ... 0.98766414 1.05267704 0.95573811]
 [0.94658264 0.95858373 0.99947914 ... 1.06727553 0.98766572 1.05932331]]",1
791,"[[0.98488806 0.99605975 1.04491678 ... 0.96817574 0.93097336 1.00302946]
 [0.99026796 1.09775527 1.01835417 ... 1.01774018 1.00983537 0.92166143]
 [1.04166789 0.98928737 1.0255137  ... 1.05004162 1.06765387 1.09580876]
 ...
 [1.06926133 0.99914577 0.94674153 ... 0.97940865 1.06297677 1.04988427]
 [1.06315116 0.93498102 1.04223668 ... 0.96493832 0.98190604 0.99371808]
 [1.0133864  0.8987642  1.02345918 ... 1.06028961 1.09275862 1.00574237]]",1
792,"[[0.96672905 1.04485519 0.97131444 ... 1.03200183 1.03760036 1.05932816]
 [1.00667797 0.94271953 0.99586238 ... 1.03021198 1.05283212 1.01442312]
 [0.98826597 1.01104346 0.95761481 ... 1.02687338 0.99282365 1.07043514]
 ...
 [1.00009274 1.04684647 0.92953249 ... 1.03079181 1.03257005 0.96811412]
 [0.99510744 0.99641504 0.9775851  ... 0.94662538 0.98809167 0.93063614]
 [1.03136062 1.03765131 1.02106019 ... 0.93999186 0.99906971 0.97497559]]",4
793,"[[0.97095926 1.02466096 1.03335946 ... 0.9956983  1.01267314 1.01261533]
 [0.95330399 1.01248785 0.96373781 ... 1.00931242 0.96225548 0.96315471]
 [1.05328001 1.03423992 1.02251145 ... 1.05442672 0.93220531 1.02722206]
 ...
 [0.96078856 0.97957479 1.01275593 ... 1.04552165 1.04187531 0.98668929]
 [0.98354546 1.00052061 1.03836594 ... 1.03204355 1.0144566  1.00473905]
 [0.99199491 0.98964848 0.97367191 ... 0.93616211 1.05286716 0.99497714]]",3
794,"[[0.98641023 0.961932   1.01669038 ... 1.00319556 1.01231988 0.97546042]
 [1.0769391  0.93749844 1.01151648 ... 0.91168142 0.97602993 1.04773516]
 [0.99751182 0.99964871 0.95942498 ... 1.016423   0.97989009 0.99731625]
 ...
 [0.96134428 0.99725304 0.92479604 ... 1.06545128 1.00030789 0.91813593]
 [0.96119621 0.99593762 1.00269617 ... 0.99690346 0.98638959 1.0284886 ]
 [1.01683595 1.01562444 1.04972172 ... 0.9531017  0.93105434 1.05409541]]",0
795,"[[1.03208939 0.95058586 1.04518556 ... 0.96019399 1.01746888 1.03452488]
 [1.00389483 1.02606683 1.00540946 ... 1.05352805 1.04168012 1.05127487]
 [1.02445149 0.90777814 1.02229976 ... 0.96921208 1.055826   0.99278796]
 ...
 [1.04119482 0.98910866 0.96723827 ... 1.04370006 1.02171242 1.01640785]
 [0.95544384 0.99003479 0.98851673 ... 0.92538076 1.00280061 1.01213954]
 [1.02883411 1.01032071 0.95970121 ... 1.01273984 1.0492521  0.99006526]]",1
796,"[[0.95635514 1.01413304 0.99323689 ... 1.00710459 0.98106601 1.00458772]
 [1.04235575 1.02811    0.96868738 ... 0.99874121 0.973621   1.00637234]
 [1.05976991 0.99710744 0.96513707 ... 0.95600389 0.98248328 0.96140919]
 ...
 [1.00758743 0.97589257 0.95375915 ... 1.02014081 0.98128054 0.99653387]
 [1.03779917 1.0315822  0.94537596 ... 0.93739341 0.95097418 0.92860262]
 [0.9747627  1.06533239 1.00963633 ... 1.04472489 0.94604762 0.91663076]]",3
797,"[[1.00564021 0.99295308 0.95864994 ... 1.06048972 0.96826942 1.02782752]
 [1.02937908 1.01544617 0.96916324 ... 1.00398676 1.05674465 0.97784689]
 [0.9251254  0.97357552 0.96193618 ... 1.05976263 1.04119654 1.00952992]
 ...
 [0.97528327 1.01649894 0.95721316 ... 0.98114177 1.01094694 0.97379514]
 [1.03145674 1.02141088 0.979347   ... 1.01837677 1.03345929 1.09656554]
 [1.02626893 0.9810945  0.99909686 ... 1.03439867 1.08399248 1.02423063]]",1
798,"[[1.01829793 0.96917355 0.98288977 ... 0.94441594 0.96025258 1.02899961]
 [1.02048418 1.03485858 1.04535045 ... 1.00751446 1.01803886 1.02089149]
 [0.96954055 1.07546179 0.96461837 ... 1.02254571 0.99442539 0.99378847]
 ...
 [1.05454498 0.90372623 0.98316634 ... 0.99640255 0.98951383 0.98215046]
 [1.0122517  1.0067217  0.97029086 ... 1.05676513 1.0088414  0.97152327]
 [1.04736719 1.00648329 1.00541506 ... 0.93935414 1.03873311 1.00024914]]",1
799,"[[0.9780002  0.95646659 0.98752775 ... 0.98729497 0.97421733 0.99536726]
 [1.00383944 0.99073076 1.02418456 ... 0.95020787 1.0419657  1.00939504]
 [1.01661427 1.05584835 1.05301099 ... 1.01148016 1.02256251 0.97296612]
 ...
 [1.02072044 1.02543121 1.0608421  ... 0.97788934 1.03644265 1.04732008]
 [1.0142375  0.95692966 1.01082327 ... 1.01847582 1.01548639 0.98999663]
 [1.05607173 0.98734116 0.94654043 ... 1.01926107 0.9614186  1.00763715]]",1
800,"[[1.04047259 0.98767451 1.03891146 ... 1.02566232 0.94296224 1.00187471]
 [1.03875263 0.97069457 1.02636321 ... 1.00683393 0.99894697 0.9999273 ]
 [1.01521763 1.01147361 0.9576116  ... 1.00722096 0.99940035 1.05333013]
 ...
 [1.06438201 1.00515429 1.0712     ... 0.99806396 1.03352346 1.03875798]
 [0.98377345 0.93265907 1.00974798 ... 1.03642627 0.93572472 1.01645592]
 [0.97135346 0.96509621 0.97317579 ... 0.99747209 1.01744054 1.01730297]]",2
801,"[[1.06175989 0.97515132 1.02723254 ... 0.99170894 0.95778005 0.92791884]
 [0.98907214 0.99813512 1.07615448 ... 0.99210965 0.96422737 0.91572425]
 [0.99130325 0.98841123 0.95361375 ... 1.07826966 1.01286504 0.97973652]
 ...
 [0.9925229  0.99855674 1.05773097 ... 0.95842082 0.9611432  1.05168171]
 [0.96245111 0.87722031 1.07794077 ... 1.02323323 0.97767339 0.97279091]
 [1.03998747 0.97575574 0.964759   ... 1.03586179 0.98209035 0.95144146]]",4
802,"[[0.95709808 0.98643561 1.01170247 ... 0.95696709 1.01748398 1.00126815]
 [0.90819275 1.02053194 1.02326578 ... 0.9941345  1.03481841 0.9989267 ]
 [1.06710968 1.03352205 0.99218025 ... 0.98891032 1.00146714 0.99899722]
 ...
 [0.96583383 0.98290742 0.91130446 ... 0.9895827  0.99909866 0.99723006]
 [0.99178047 1.04854462 0.95946025 ... 0.98360834 0.9777532  0.97908377]
 [1.04950763 1.04077301 0.92849141 ... 1.03942479 0.96863419 1.01018178]]",2
803,"[[1.02455935 0.98203746 0.93764444 ... 0.95857309 1.02153016 1.00125024]
 [0.95858094 0.99923361 0.95663602 ... 1.00609678 1.04757767 1.0072609 ]
 [1.00836584 1.00386085 0.95237298 ... 0.95210423 0.97921648 0.99668095]
 ...
 [0.9302632  0.97555643 1.02607629 ... 1.00444651 1.01393573 1.03122324]
 [1.00468528 0.94386676 0.96990613 ... 0.99854735 1.02857385 0.95270041]
 [1.04711308 0.95441688 0.98051326 ... 1.03620288 0.90678073 1.05490708]]",1
804,"[[1.0681923  1.02844033 0.95980902 ... 0.96090705 1.00029775 1.05037628]
 [1.06128128 0.97446896 1.01008336 ... 1.02354841 0.99444789 0.97588805]
 [0.99174973 0.95099561 0.99234192 ... 1.03558368 1.04072173 0.97887094]
 ...
 [0.99028024 0.92036478 0.96351187 ... 1.03080794 1.03209381 0.98073757]
 [0.99361408 0.96178362 1.10963956 ... 1.06653647 0.95555448 1.04268455]
 [0.95125713 0.9481688  0.96008424 ... 0.97017043 0.9850079  1.05243789]]",1
805,"[[0.95176469 1.00020908 1.02560556 ... 0.90734993 1.04385093 0.94168769]
 [1.01946955 1.02074182 0.96257112 ... 0.95829817 1.07472634 0.98159349]
 [1.06452022 1.02160145 0.98970391 ... 0.94655216 0.98489221 1.0239997 ]
 ...
 [0.94976698 1.09844578 1.06345575 ... 1.001429   0.99126077 1.02397207]
 [1.01036494 0.93338627 1.06449213 ... 1.02722156 1.04098788 0.98444366]
 [1.07699806 1.00730097 0.99589235 ... 1.05510844 1.02857392 0.98051711]]",4
806,"[[1.02314306 1.04946289 1.09888418 ... 1.0645643  1.02343448 1.00751382]
 [1.00680708 0.96048298 1.00836426 ... 1.02282477 1.0236626  1.01080354]
 [0.99925483 1.01225396 0.99588231 ... 0.97567864 1.00807142 1.03774259]
 ...
 [1.02026065 1.02719906 0.93700013 ... 1.02262292 0.9919799  0.97713712]
 [0.99589804 1.0708999  1.01628353 ... 1.04419967 0.9447543  0.99794669]
 [0.96406191 0.99461685 0.99278428 ... 1.00249493 0.9581166  1.02288239]]",5
807,"[[0.99449262 1.02520937 0.95746313 ... 0.94556742 1.01094383 1.07938244]
 [1.04574964 0.97995256 1.00499382 ... 1.01689905 1.02425135 0.97234821]
 [0.96213852 0.98987731 1.05419081 ... 0.96032492 1.02306697 0.96626351]
 ...
 [1.03313359 0.96221441 0.97380903 ... 1.02155143 0.93723018 0.96854171]
 [1.05326789 0.97933029 0.9661697  ... 1.01940294 0.97574094 1.02497453]
 [1.02630305 1.03978992 1.00393946 ... 0.9987961  0.99657875 0.94272169]]",2
808,"[[1.0173549  0.98313761 1.04187199 ... 0.99225566 0.92409244 0.98275924]
 [1.01564891 0.94426755 1.04326559 ... 1.00602349 0.99346408 0.94235878]
 [1.00723323 0.99165163 0.99978831 ... 0.99831794 0.8950502  1.02514062]
 ...
 [1.0174661  0.97277711 0.98176755 ... 1.01437477 0.95151256 0.94093436]
 [1.01634975 0.96096486 1.06734489 ... 0.94063113 1.04362493 1.02261662]
 [1.02418208 0.99255914 0.9918767  ... 1.02848176 0.96165473 1.01041513]]",0
809,"[[0.98503595 1.04497772 0.95757538 ... 1.01526986 1.02390669 0.99949835]
 [0.96753552 0.97535749 1.05570901 ... 0.97155741 0.94991965 1.04485944]
 [0.99977401 1.02288223 1.00337973 ... 1.05934515 1.00747691 0.91183492]
 ...
 [0.98508833 1.02799422 1.00230587 ... 1.08980262 0.97361689 0.95277234]
 [1.01429164 0.99201481 0.99545091 ... 1.02002086 0.98885504 0.95888021]
 [0.97324606 0.96117518 1.01429595 ... 1.06286349 1.02266605 1.01814541]]",5
810,"[[0.95979923 1.08728541 0.98045581 ... 1.00108351 1.01861027 1.01234454]
 [1.0738995  1.00492274 0.9942223  ... 1.03925825 1.02734299 1.06394354]
 [0.99102367 1.03880253 0.98264513 ... 1.01851273 1.02866864 0.99241196]
 ...
 [1.08408691 0.97498871 0.96983594 ... 0.98501117 1.00380301 1.03180043]
 [1.0011393  1.05115551 1.03434925 ... 0.96212956 0.94935777 0.965554  ]
 [0.96231294 1.02556116 0.9935164  ... 1.01402337 0.99166491 0.94648242]]",2
811,"[[1.02373311 1.00358504 1.03127279 ... 0.94406149 0.97834564 1.00242323]
 [0.96902904 1.00161832 1.01044484 ... 0.96936305 1.00406581 1.01349343]
 [1.02725061 0.99242231 0.98480978 ... 0.96894104 1.06420737 0.9750194 ]
 ...
 [0.95638948 0.9991879  0.9684108  ... 0.94369415 1.00645191 0.9592265 ]
 [1.06816146 1.06644312 1.03414072 ... 1.02185345 0.95957512 0.98719093]
 [1.06056435 1.01885524 0.99445787 ... 1.00461583 1.01773853 0.98255154]]",1
812,"[[0.92970362 0.99200603 1.02098519 ... 0.98315475 0.95378553 1.00733   ]
 [1.01264989 1.04349741 0.9773358  ... 1.03546794 1.03488253 0.96666252]
 [0.96116846 0.99864466 0.97602027 ... 1.01218661 0.97752571 0.98395566]
 ...
 [0.94470152 1.03522981 1.0194157  ... 0.96123368 1.06907012 0.99040008]
 [1.01428851 0.97019806 0.98793209 ... 0.99386934 0.98280408 0.91324663]
 [0.94859402 1.07117886 0.98370363 ... 1.02763699 0.99491572 1.02379234]]",4
813,"[[0.93704209 1.00741705 0.97192039 ... 1.05383338 1.00135536 1.01318429]
 [0.95151687 0.98437545 1.01217415 ... 1.05374288 0.98827026 1.00517347]
 [1.00214332 0.92615312 0.99654949 ... 0.96403331 0.95707873 0.91999483]
 ...
 [1.02593787 0.9676024  0.96246594 ... 0.98931642 0.99361171 0.9378526 ]
 [1.00700355 0.97862922 0.9826787  ... 1.06392315 1.06616506 1.02932078]
 [1.00388941 0.97392191 1.00470219 ... 0.99722131 0.99935917 0.98589382]]",4
814,"[[1.01749359 1.01744073 0.948317   ... 1.01236669 0.97497971 0.95708331]
 [1.05257852 0.95681433 0.99396103 ... 0.98735244 0.94460656 0.97631231]
 [0.97374802 1.01119685 0.95648817 ... 0.95510426 1.04033886 1.05633105]
 ...
 [0.97773859 0.96735871 1.03887266 ... 0.99782376 1.01456048 1.01608716]
 [0.96601512 0.99377406 1.01807843 ... 0.93635601 0.94066994 0.9804519 ]
 [1.01880968 0.95869387 1.05505241 ... 0.950316   0.919191   0.94713806]]",3
815,"[[0.99149971 0.92770203 1.00068488 ... 1.03263651 1.00309345 1.01703226]
 [1.01281481 0.97879954 0.94189787 ... 1.01709699 0.98970126 1.02951956]
 [0.98702424 1.08762597 1.04755853 ... 0.94478606 0.97476268 1.04876978]
 ...
 [0.95566607 0.990681   0.91532023 ... 1.05179935 1.03895201 1.03994202]
 [1.03109653 0.99243427 0.9734471  ... 1.00605805 1.02120939 1.02821977]
 [0.89291609 1.05207242 0.96823713 ... 0.98176192 0.97906146 1.00876978]]",5
816,"[[1.02931157 1.02030867 0.97647643 ... 0.96322447 0.99717534 0.99201411]
 [0.97413126 0.96448101 0.94404009 ... 1.0006016  0.94543467 0.98178682]
 [0.96995396 1.01103098 1.06392161 ... 1.05923081 1.02712923 1.00583699]
 ...
 [0.94066379 0.99992585 1.01199241 ... 1.03545269 1.0391596  0.95402011]
 [0.9759998  0.97496902 1.03298396 ... 1.03180738 1.06950815 1.0560789 ]
 [0.89081243 0.95884851 0.97326448 ... 1.00938838 0.96229058 0.97480945]]",1
817,"[[0.96810636 0.96226779 1.04064522 ... 1.02126988 1.02855857 0.88520652]
 [0.9568813  0.98714889 1.03466873 ... 1.06340914 1.02145025 0.97937604]
 [0.87664189 1.0327145  0.994591   ... 0.98515314 0.99284957 1.00838449]
 ...
 [1.06858915 0.97688326 1.02882922 ... 0.96188048 1.04401466 1.01221688]
 [0.99900961 0.98129063 0.9876431  ... 1.02119302 0.96941064 1.03940501]
 [1.00807017 0.99475265 0.92642923 ... 1.03723147 1.03915596 0.95008685]]",2
818,"[[1.05104376 1.02697988 0.98717385 ... 1.00201726 0.98757438 1.03581789]
 [1.08902423 0.9496396  0.99239258 ... 1.02637019 1.0558898  1.06468484]
 [1.04415131 1.06266904 0.97598599 ... 0.99305916 0.96675265 1.07833485]
 ...
 [1.01900391 0.99094545 1.02605593 ... 1.04978555 0.98774518 0.93821903]
 [1.02765932 0.99220516 1.10526322 ... 1.01016963 0.98036322 1.02427204]
 [1.00344327 0.95513752 0.99595059 ... 1.03872481 0.99513675 1.05245839]]",1
819,"[[0.99038228 1.02074184 0.90300429 ... 1.073503   0.98195098 0.98662901]
 [0.97949839 0.92696039 1.02339956 ... 1.11346975 1.05131696 1.0037168 ]
 [0.95470773 0.99185149 0.97023104 ... 0.97523932 0.98477997 1.01045328]
 ...
 [1.05306546 0.95402372 1.013318   ... 1.02354831 0.99205101 0.94378174]
 [0.97090399 1.01244393 1.03318398 ... 1.05953125 1.03236038 1.02475967]
 [0.99427201 1.00888728 0.99463015 ... 1.02458425 1.00829276 0.93850299]]",0
820,"[[1.03898405 0.97702931 1.01197979 ... 0.96299311 0.9965528  0.95142547]
 [0.95246018 1.01236818 1.00623775 ... 1.02432523 1.0380347  0.9945331 ]
 [1.03567361 0.96925137 1.02762196 ... 1.05063298 1.00465555 1.06111949]
 ...
 [1.0358729  1.01906045 1.00864651 ... 0.99439743 1.01789003 0.94653367]
 [0.94354576 0.92697002 0.98245011 ... 0.97592913 1.00661088 1.01500463]
 [0.97030473 0.97400635 0.9678051  ... 1.00362533 0.99862842 1.0214709 ]]",1
821,"[[1.0246335  1.00162427 0.9713996  ... 1.01868984 1.02621997 0.99077262]
 [1.00766461 1.00875422 1.0883775  ... 0.9351609  0.9269651  0.97414922]
 [0.95451768 0.99607356 0.97660453 ... 0.96928966 0.97670536 1.07363559]
 ...
 [0.97605416 1.02230391 1.0328756  ... 1.03921728 0.99341639 0.99338666]
 [0.99416081 0.97743483 1.04274415 ... 1.01457309 0.99557899 0.96232802]
 [0.97979653 1.03135145 1.01913719 ... 1.06517517 0.94966522 1.02314391]]",4
822,"[[0.99643992 0.95799167 1.00620542 ... 1.04869202 0.94558873 1.00093663]
 [0.97673879 1.0329873  1.04481494 ... 0.9433448  0.97427233 1.08437084]
 [1.04173134 0.94657895 0.98993353 ... 0.95757483 1.0073412  0.98812888]
 ...
 [0.99963069 1.02088689 1.03583803 ... 1.02937749 0.97434685 0.97520111]
 [0.98677245 1.00858034 1.00574654 ... 0.92713341 0.94840288 1.02607806]
 [1.0195733  1.00461237 0.98786466 ... 1.04213693 0.99891221 1.0587154 ]]",4
823,"[[0.9897859  1.04242038 1.03548837 ... 1.05851386 1.01513625 1.01554978]
 [1.0165097  1.01713482 0.97946521 ... 1.04777127 1.00677738 0.99405146]
 [0.97442014 0.94930835 1.00256004 ... 1.00834145 1.07002059 1.04321615]
 ...
 [0.95654487 0.91703868 1.06276013 ... 0.9906521  1.03992926 1.08813673]
 [0.99332266 0.99861334 0.9559105  ... 1.02452229 1.01668884 0.9408337 ]
 [0.97987683 0.98510664 1.00399073 ... 1.03432501 0.964311   0.93560686]]",5
824,"[[1.09857411 0.99134478 1.02768723 ... 1.00494547 0.94455599 0.97985645]
 [1.01274665 0.93892767 0.98461926 ... 1.00456468 0.98465427 1.02210469]
 [1.04522459 0.96253719 1.01140516 ... 0.99951784 0.97524295 1.03891621]
 ...
 [0.95731365 0.96276812 1.00042105 ... 0.96160612 1.07273103 1.00738216]
 [1.02391381 1.00128506 1.02425066 ... 1.03880306 1.02221569 0.98012163]
 [0.98104207 0.99428488 1.00719059 ... 1.03567398 1.03806323 0.95285944]]",4
825,"[[1.01229641 1.02280866 1.00964401 ... 1.01678801 0.97331613 0.93570158]
 [0.98585641 0.98613627 1.0402491  ... 0.96484117 1.02409315 0.94357848]
 [1.01923116 0.94548267 1.02295606 ... 0.96054648 1.0061176  0.96313732]
 ...
 [0.96208438 1.06924527 0.99057595 ... 1.02522645 0.96027267 0.97365068]
 [0.98199965 1.02238702 1.05121909 ... 1.00660281 0.99953521 1.00243864]
 [1.01327224 1.02251996 0.93157738 ... 0.93657194 1.02274706 1.02801052]]",0
826,"[[1.08048089 1.00070211 1.01696544 ... 0.98739576 0.9963549  0.98337186]
 [1.05687463 1.0793947  0.95183181 ... 0.98499598 0.97973944 1.01166912]
 [0.99378052 1.06258787 0.99542707 ... 0.934318   1.00678742 1.08683283]
 ...
 [0.97476618 0.95913928 0.97494988 ... 0.97829333 1.06198397 0.94610889]
 [1.00036117 1.05393086 0.98963084 ... 1.0063121  0.9708959  1.03117234]
 [1.00745751 0.95712625 0.96171991 ... 0.97028035 1.00508592 1.0793736 ]]",3
